Sample Date,IRON DISSOLVED,OXYGEN DISSOLVED (FIELD METER),PH (FIELD),TEMPERATURE WATER,TURBIDITY,ZINC DISSOLVED
2014-01-20 12:00:00,0.06,13.56,7.98,-0.03,3.1,1.43
2014-01-21 12:00:00,0.05999999999999994,13.554626995715239,7.978149289795941,-0.20231213311858753,3.403105779110253,1.484332466609065
2014-01-22 12:00:00,0.05999999999999995,13.54252531841965,7.979390687409027,-0.36639699398476516,3.6670984506415256,1.4808351905914672
2014-01-23 12:00:00,0.05999999999999994,13.530447651798628,7.980629760871407,-0.5296863548009191,3.930075037919068,1.477340588119206
2014-01-24 12:00:00,0.05999999999999993,13.518393977086694,7.981866511960653,-0.6921815138984768,4.19203692409538,1.4738486670909179
2014-01-25 12:00:00,0.05999999999999994,13.506364275518369,7.983100942454327,-0.8538837696088666,4.452985492322959,1.470359435405239
2014-01-26 12:00:00,0.05999999999999995,13.494358528328169,7.984333054130006,-1.0147944202635162,4.712922125754308,1.4668729009608057
2014-01-27 12:00:00,0.059999999999999956,13.482376716750615,7.985562848765251,-1.1749147641938527,4.971848207541921,1.4633890716562534
2014-01-28 12:00:00,0.059999999999999956,13.47041882202022,7.986790328137633,-1.3342460997313055,5.2297651208383,1.4599079553902183
2014-01-29 12:00:00,0.059999999999999935,13.458484825371503,7.98801549402472,-1.4927897252073012,5.4866742487959455,1.4564295600613373
2014-01-30 12:00:00,0.05999999999999995,13.446574708038987,7.98923834820408,-1.6505469389532679,5.7425769745673545,1.452953893568246
2014-01-31 12:00:00,0.05999999999999994,13.434688451257191,7.990458892453281,-1.8075190393006342,5.997474681305025,1.4494809638095802
2014-02-01 12:00:00,0.05999999999999995,13.422826036260632,7.991677128549895,-1.9637073245808265,6.2513687521614605,1.4460107786839769
2014-02-02 12:00:00,0.05999999999999994,13.410987444283828,7.992893058271486,-2.1191130931252737,6.504260570289158,1.4425433460900718
2014-02-03 12:00:00,0.059999999999999935,13.3991726565613,7.994106683395625,-2.273737643265404,6.756151518840611,1.4390786739265007
2014-02-04 12:00:00,0.05999999999999994,13.387381654327562,7.995318005699877,-2.427582273332644,7.00704298096833,1.4356167700919003
2014-02-05 12:00:00,0.05999999999999994,13.375614418817138,7.996527026961815,-2.5806482816584233,7.256936339824804,1.4321576424849058
2014-02-06 12:00:00,0.059999999999999956,13.363870931264545,7.9977337489590035,-2.7329369665741683,7.505832978562536,1.4287012990041539
2014-02-07 12:00:00,0.05999999999999994,13.352151172904298,7.998938173469013,-2.8844496264113064,7.753734280334028,1.4252477475482819
2014-02-08 12:00:00,0.05999999999999995,13.340455124970918,8.000140302269411,-3.035187559501268,8.000641628291774,1.421796996015924
2014-02-09 12:00:00,0.05999999999999995,13.328782768698924,8.001340137137767,-3.1851520641754774,8.24655640558828,1.4183490523057176
2014-02-10 12:00:00,0.05999999999999996,13.317134085322836,8.002537679851647,-3.334344438765365,8.491479995376036,1.414903924316298
2014-02-11 12:00:00,0.05999999999999994,13.30550905607717,8.00373293218862,-3.4827659816023595,8.735413780807548,1.411461619946302
2014-02-12 12:00:00,0.059999999999999935,13.293907662196444,8.004925895926258,-3.6304179910178855,8.978359145035311,1.4080221470943648
2014-02-13 12:00:00,0.05999999999999995,13.282329884915184,8.006116572842126,-3.7773017653433723,9.220317471211828,1.404585513659124
2014-02-14 12:00:00,0.05999999999999994,13.270775705467898,8.00730496471379,-3.9234186029102496,9.461290142489595,1.4011517275392142
2014-02-15 12:00:00,0.05999999999999994,13.259245105089112,8.008491073318824,-4.0687698020499425,9.701278542021115,1.3977207966332728
2014-02-16 12:00:00,0.05999999999999994,13.247738065013344,8.00967490043479,-4.213356661093881,9.940284052958882,1.3942927288399352
2014-02-17 12:00:00,0.05999999999999995,13.23625456647511,8.010856447839263,-4.357180478373491,10.178308058455404,1.3908675320578376
2014-02-18 12:00:00,0.05999999999999994,13.224794590708925,8.012035717309807,-4.500242552220203,10.415351941663166,1.3874452141856164
2014-02-19 12:00:00,0.059999999999999956,13.21335811894932,8.013212710623993,-4.64254418096544,10.651417085734677,1.3840257831219076
2014-02-20 12:00:00,0.05999999999999994,13.201945132430799,8.014387429559385,-4.784086662940635,10.886504873822437,1.3806092467653468
2014-02-21 12:00:00,0.059999999999999956,13.190555612387893,8.015559875893556,-4.924871296477215,11.120616689078942,1.3771956130145715
2014-02-22 12:00:00,0.059999999999999956,13.179189540055113,8.016730051404073,-5.064899379906604,11.35375391465669,1.373784889768216
2014-02-23 12:00:00,0.059999999999999956,13.167846896666978,8.017897957868502,-5.204172211560235,11.585917933708183,1.3703770849249177
2014-02-24 12:00:00,0.05999999999999994,13.156527663458009,8.019063597064415,-5.342691089769534,11.817110129385917,1.3669722063833127
2014-02-25 12:00:00,0.05999999999999994,13.145231821662724,8.020226970769377,-5.480457312865927,12.047331884842396,1.3635702620420367
2014-02-26 12:00:00,0.05999999999999995,13.133959352515642,8.021388080760957,-5.617472179180844,12.276584583230115,1.360171259799726
2014-02-27 12:00:00,0.05999999999999994,13.122710237251283,8.02254692881673,-5.753736987045711,12.504869607701576,1.3567752075550168
2014-02-28 12:00:00,0.059999999999999956,13.111484457104163,8.023703516714255,-5.889253034791957,12.732188341409273,1.3533821132065451
2014-03-01 12:00:00,0.05999999999999995,13.100281993308801,8.024857846231104,-6.024021620751012,12.958542167505714,1.3499919846529471
2014-03-02 12:00:00,0.05999999999999995,13.089102827099719,8.026009919144846,-6.158044043254297,13.183932469143388,1.3466048297928583
2014-03-03 12:00:00,0.05999999999999995,13.07794693971143,8.027159737233047,-6.291321600633249,13.408360629474801,1.3432206565249165
2014-03-04 12:00:00,0.059999999999999956,13.066814312378455,8.028307302273276,-6.4238555912192865,13.631828031652452,1.339839472747756
